audit_country,audit_year,level_0_code,level_0_name,level_1_code,level_1_name_ref,level_2_code,level_2_name_ref,n_records,n_extract_id,n_sources,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_cloudprob_median,s2yr_ndvi_median,s2yr_ndre_median,n_no_spectral_data,n_low_months_obs,n_high_cloudprob,n_vegetation_low_ndvi,n_vegetation_low_ndre,n_nonvegetation_high_ndvi,n_rare_spectral_value,n_prior_xy_conflict,n_spectral_class_review,n_alert_high,n_alert_medium,n_alert_low,pct_no_spectral_data,pct_low_months_obs,pct_rare_spectral_value,pct_spectral_class_review,pct_alert_medium_high,class_priority_level
Honduras,2020,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,413.0,Bosque Mixto (Lat-Coniferas),868,868,1,11.0,33.5,2.5,0.7469788470012497,0.5212091126958451,0,0,0,2,0,0,17,25,42,2,40,0,0.0,0.0,1.959,4.839,4.839,baja_sin_prioridad
El Salvador,2018,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,9875,9875,3,4.0,11.0,3.5,0.8443361054729526,0.5781517769175064,0,0,0,68,4,0,277,240,461,112,349,0,0.0,0.0,2.805,4.668,4.668,baja_sin_prioridad
México,2019,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,412.0,Latifoliado secundario húmedo,43,43,3,12.0,60.0,2.25,0.811531954667496,0.5904658496331553,0,0,0,0,0,0,2,0,2,0,2,0,0.0,0.0,4.651,4.651,4.651,baja_sin_prioridad
Guatemala,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,87,87,2,12.0,51.0,2.75,0.6267240755336494,0.4381090092698725,0,0,0,0,0,0,4,0,4,0,4,0,0.0,0.0,4.598,4.598,4.598,baja_sin_prioridad
Panamá,2021,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,109,109,1,10.0,25.0,5.5,0.8255736476075459,0.5974053149194393,0,0,0,1,0,0,5,0,5,1,4,0,0.0,0.0,4.587,4.587,4.587,baja_sin_prioridad
Panamá,2021,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,22,22,2,10.0,22.0,1.375,0.8649362144736442,0.638537933193029,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,4.545,4.545,4.545,baja_sin_prioridad
Honduras,2021,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,413.0,Bosque Mixto (Lat-Coniferas),865,865,1,11.0,34.0,1.5,0.7630513987268461,0.5258755048817834,0,0,0,3,0,0,16,22,38,3,35,0,0.0,0.0,1.85,4.393,4.393,baja_sin_prioridad
Honduras,2022,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,474,474,1,10.0,26.0,7.5,0.5462041119911627,0.37569941670439333,0,2,0,0,0,0,17,1,20,0,19,1,0.0,0.422,3.586,4.219,4.008,baja_sin_prioridad
Honduras,2019,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,476,476,1,12.0,41.5,8.0,0.529831010994936,0.3714280804910687,0,0,0,0,0,0,16,3,19,0,19,0,0.0,0.0,3.361,3.992,3.992,baja_sin_prioridad
Honduras,2019,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,3005,3005,1,11.0,35.0,2.0,0.6437534343020392,0.4366236560862776,0,0,0,40,1,0,15,73,111,7,80,24,0.0,0.0,0.499,3.694,2.895,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),305,305,1,9.0,24.0,3.875,0.778953001337285,0.5370605227788949,1,0,0,1,0,0,10,0,11,2,9,0,0.328,0.0,3.279,3.607,3.607,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1163,1163,2,9.0,24.0,5.0,0.680441737902394,0.4709976798143851,0,1,0,21,4,0,31,0,32,20,11,1,0.0,0.086,2.666,2.752,2.666,baja_sin_prioridad
Honduras,2021,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,474,474,1,11.0,35.0,8.0,0.5341969228335985,0.3697472890740551,0,0,0,0,0,0,13,1,13,1,12,0,0.0,0.0,2.743,2.743,2.743,baja_sin_prioridad
Honduras,2020,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,2986,2986,1,11.0,32.0,2.5,0.6505885052919382,0.447408174324819,0,0,0,25,0,0,18,54,77,9,61,7,0.0,0.0,0.603,2.579,2.344,baja_sin_prioridad
Honduras,2020,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,474,474,1,11.0,32.0,8.0,0.5358712138133235,0.37181305847253665,0,0,0,0,0,0,10,1,11,0,11,0,0.0,0.0,2.11,2.321,2.321,baja_sin_prioridad
México,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),184,182,4,12.0,48.0,3.75,0.7970502942491109,0.5644862901761212,0,0,0,0,0,0,4,0,4,0,4,0,0.0,0.0,2.174,2.174,2.174,baja_sin_prioridad
Honduras,2021,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,2973,2973,1,11.0,32.0,2.0,0.6635582887743324,0.45262842583286894,0,0,0,21,0,0,15,41,62,10,46,6,0.0,0.0,0.505,2.085,1.884,baja_sin_prioridad
Honduras,2022,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,2960,2960,1,11.0,29.0,2.0,0.6841765206521001,0.4652146014082272,0,0,0,17,0,0,32,28,59,14,45,0,0.0,0.0,1.081,1.993,1.993,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,314.0,Piña,414,414,2,10.0,28.0,14.0,0.6622940282549108,0.47081415020702244,0,0,0,8,0,0,8,0,8,3,5,0,0.0,0.0,1.932,1.932,1.932,baja_sin_prioridad
México,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,108,108,4,12.0,48.0,3.5,0.6748112261955561,0.4686674168544458,0,0,0,2,0,0,0,0,2,0,0,2,0.0,0.0,0.0,1.852,0.0,baja_sin_prioridad
Panamá,2021,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,78,78,1,10.0,23.0,5.625,0.04166137554959905,0.05344921018048275,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2019,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,413.0,Bosque Mixto (Lat-Coniferas),35,35,1,12.0,50.0,1.0,0.7377577856026956,0.5162113729570191,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,19,19,2,12.0,50.0,1.25,0.8413215449046068,0.6252614486487207,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2020,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,19,13,1,12.0,31.0,10.5,0.8567722551798809,0.6628083735109431,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2021,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,19,19,2,10.0,38.0,14.0,0.7968488941228733,0.5749054730264617,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,17,17,1,12.0,53.0,2.75,0.7016297712639381,0.4956235769513591,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,325.0,Otros sistemas agroforestales o silvopastoriles,17,17,2,12.0,53.0,2.5,0.737081096020358,0.5334599744166576,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,16,16,1,10.0,23.0,6.75,0.6867376251992112,0.4570134017482259,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,211.0,Cuerpos de agua natural,15,15,2,12.0,52.0,4.5,0.5185779697243755,0.41024164857226575,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,10,10,2,12.0,41.0,1.0,0.8591360128927104,0.6310983036939226,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,10,10,2,12.0,51.0,3.75,0.8168535466982632,0.5757624148406787,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,10,Artificializado y otra tierras,12.0,Otras tierras,121.0,Otros artificializado,10,10,1,10.0,28.5,11.875,0.04222710274772607,0.021326025219961874,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,445.0,Bosque de Palmas,10,10,1,10.5,29.5,8.5,0.8223374004661297,0.6044854551974859,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,9,9,1,12.0,54.0,2.5,0.747430722716947,0.4960511344463385,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,313.0,Caña de azúcar,8,8,1,12.0,90.0,2.375,0.7145760499654803,0.5418330318465401,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2019,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,8,8,1,11.0,67.0,1.625,0.7450373406433928,0.5261895020564684,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2020,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,8,8,1,12.0,42.0,3.625,0.7858912470720862,0.5754944094682358,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,7,7,1,12.0,82.0,1.0,0.8329160027316185,0.60684842775329,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Belice,2020,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,6,6,1,12.0,52.5,8.375,0.7164625703190906,0.49465592688357335,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Costa Rica,2021,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,6,6,1,11.0,20.0,2.0,0.854041797168116,0.6268545788121156,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,6,6,1,12.0,66.5,5.375,0.7433833634143081,0.5292675137837584,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2021,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,6,6,1,10.0,31.5,10.75,0.6394232656890357,0.4488233009719502,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,6,6,1,8.0,23.5,4.0,0.7621919422624718,0.5013425047638557,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,90,Otras,91.0,Otras,910.0,Otras,5,5,1,11.0,85.0,2.75,0.6309793646061731,0.4444815074579631,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2020,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,312.0,Bananeras,5,5,1,12.0,50.0,3.0,0.6194231854974952,0.46513899226051364,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,5,5,2,12.0,51.0,7.0,0.7775927040030206,0.5894916538711068,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2020,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,312.0,Bananeras,5,5,1,12.0,39.0,6.5,0.7804032383537267,0.5641299078940609,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2019,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,11.0,27.0,3.5,-0.154228855721393,-0.1626831148804935,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2020,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,11.0,28.0,3.5,-0.0792442686666253,-0.1085255869904333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2021,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,12.0,28.0,3.75,-0.1697854586733758,-0.2257809223887715,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2022,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,11.0,28.0,2.5,-0.15901729902480427,-0.1691832262638553,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,325.0,Otros sistemas agroforestales o silvopastoriles,5,5,1,9.0,28.0,4.0,0.7533762000578292,0.5694575646998647,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2018,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,4,4,1,4.0,11.0,1.5,0.772624950835831,0.5699561821679406,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2019,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,4,4,1,12.0,47.0,3.75,0.673395420836239,0.45407031974866163,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2019,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,4,4,1,12.0,45.5,1.5,0.8261243437490067,0.5024573050801875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
México,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,445.0,Bosque de Palmas,4,4,1,11.0,55.0,7.75,0.7033646162673243,0.461027862917822,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2019,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,4,4,1,11.5,26.0,2.625,0.8329630800089083,0.6211623277763212,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),3,3,1,12.0,84.0,1.5,0.6727002132700614,0.4749661982252761,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,3,3,1,6.0,14.0,3.5,0.6790646978520976,0.4413729489456688,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,441.0,Masa arbórea ribereña,2,2,1,11.5,45.0,2.125,0.6656400249284483,0.4988791018778427,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2020,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,2,2,1,12.0,71.0,1.375,0.7951951725380884,0.5958519949018641,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Panamá,2021,90,Otras,91.0,Otras,910.0,Otras,2,2,1,7.5,39.0,1.0,0.6599222969328428,0.4500398866237729,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,1,1,1,11.0,41.0,2.0,0.6832412523020257,0.5173047473200613,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2019,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,1,1,1,12.0,51.0,2.0,0.8177638335687223,0.599834138834749,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2020,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,1,1,1,12.0,48.0,3.25,0.6557431267777714,0.4711768747137483,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2021,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,1,1,1,12.0,41.0,2.0,0.8243532160817362,0.6038569962901796,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
El Salvador,2022,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,1,1,1,12.0,45.0,2.0,0.7298851077149074,0.5551079873150171,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,1,1,1,11.0,46.0,1.0,0.8761061946902654,0.6616598430182759,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,441.0,Masa arbórea ribereña,1,1,1,12.0,51.0,1.25,0.7887755406046653,0.5686777973553072,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Guatemala,2019,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,442.0,Plantaciones forestales,1,1,1,12.0,50.0,2.5,0.7254602553581216,0.5109467023777502,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2018,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,1,1,1,4.0,10.0,1.0,0.9555163881265133,0.7016007374501243,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2019,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,1,1,1,8.0,37.0,13.5,0.7085229294337212,0.5523177650768359,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2019,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1,1,1,12.0,124.0,13.5,0.837103411880455,0.6247476149491314,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2019,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,1,1,1,12.0,53.0,2.0,0.8958285189561401,0.6358226712301365,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2020,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1,1,1,12.0,87.0,12.75,0.6402297564195581,0.47794234432487426,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2020,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,1,1,1,12.0,49.0,2.75,0.9104663881847423,0.658872441188271,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2021,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,1,1,1,10.0,17.0,20.5,0.7595209546868165,0.5451081700256757,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2021,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,1,1,1,12.0,54.0,2.0,0.9156642024129418,0.654325338360622,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2022,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1,1,1,12.0,76.0,11.75,0.8018609586629917,0.568143945341659,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
Nicaragua,2022,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,1,1,1,12.0,44.0,3.25,0.9112853869313686,0.66692047747381,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,baja_sin_prioridad
